date,Usage_kWh,Lagging_Current_Reactive_Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,month,time_of_day,machine_downtime,Usage_kWh_categorical,year,day
2018-03-27 02:00:00,3.71,4.43,0.0,0.0,64.21,100.0,7200,Weekday,Tuesday,3,Night,Uptime,Low,2018,27
2018-03-28 15:15:00,59.51,29.74,0.0,0.03,89.45,100.0,54900,Weekday,Wednesday,3,Afternoon,Uptime,High,2018,28
2018-03-28 15:30:00,54.65,28.55,0.0,0.03,88.63,100.0,55800,Weekday,Wednesday,3,Afternoon,Uptime,High,2018,28
2018-03-28 16:45:00,54.58,22.5,0.0,0.03,92.45,100.0,60300,Weekday,Wednesday,3,Afternoon,Uptime,High,2018,28
2018-03-28 17:45:00,39.42,3.17,1.66,0.02,99.68,99.91,63900,Weekday,Wednesday,3,Afternoon,Uptime,High,2018,28
2018-03-29 03:30:00,3.02,3.82,0.0,0.0,62.02,100.0,12600,Weekday,Thursday,3,Night,Uptime,Low,2018,29
2018-03-29 04:45:00,3.53,4.93,0.0,0.0,58.22,100.0,17100,Weekday,Thursday,3,Night,Uptime,Low,2018,29
2018-03-29 07:15:00,3.56,5.04,0.0,0.0,57.69,100.0,26100,Weekday,Thursday,3,Morning,Uptime,Low,2018,29
2018-03-29 13:15:00,41.83,17.53,5.87,0.02,92.23,99.03,47700,Weekday,Thursday,3,Afternoon,Uptime,High,2018,29
2018-03-29 21:15:00,26.57,0.0,10.69,0.01,100.0,92.77,76500,Weekday,Thursday,3,Evening,Downtime,Low,2018,29
2018-03-30 06:00:00,3.31,4.18,0.0,0.0,62.08,100.0,21600,Weekday,Friday,3,Night,Uptime,Low,2018,30
2018-03-30 09:15:00,64.19,32.08,0.0,0.03,89.45,100.0,33300,Weekday,Friday,3,Morning,Uptime,High,2018,30
2018-03-30 17:15:00,68.0,37.37,0.0,0.03,87.64,100.0,62100,Weekday,Friday,3,Afternoon,Uptime,High,2018,30
2018-03-30 20:30:00,3.71,0.0,26.06,0.0,100.0,14.09,73800,Weekday,Friday,3,Evening,Downtime,Low,2018,30
2018-03-31 05:30:00,2.84,4.07,0.0,0.0,57.22,100.0,19800,Weekend,Saturday,3,Night,Uptime,Low,2018,31
2018-04-01 13:00:00,3.17,0.0,16.63,0.0,100.0,18.72,46800,Weekend,Sunday,4,Afternoon,Downtime,Low,2018,1
2018-04-01 15:45:00,3.06,0.0,16.96,0.0,100.0,17.76,56700,Weekend,Sunday,4,Afternoon,Downtime,Low,2018,1
2018-04-01 16:00:00,3.1,0.0,16.88,0.0,100.0,18.06,57600,Weekend,Sunday,4,Afternoon,Downtime,Low,2018,1
2018-04-01 16:30:00,2.99,0.0,16.99,0.0,100.0,17.33,59400,Weekend,Sunday,4,Afternoon,Downtime,Low,2018,1
2018-04-01 16:45:00,3.02,0.0,16.92,0.0,100.0,17.57,60300,Weekend,Sunday,4,Afternoon,Downtime,Low,2018,1
2018-04-01 17:30:00,3.53,0.0,22.36,0.0,100.0,15.59,63000,Weekend,Sunday,4,Afternoon,Downtime,Low,2018,1
2018-04-01 22:00:00,3.56,0.0,22.9,0.0,100.0,15.36,79200,Weekend,Sunday,4,Evening,Downtime,Low,2018,1
2018-04-02 00:15:00,2.77,4.03,0.0,0.0,56.64,100.0,900,Weekday,Monday,4,Night,Uptime,Low,2018,2
2018-04-02 05:00:00,2.81,4.18,0.0,0.0,55.79,100.0,18000,Weekday,Monday,4,Night,Uptime,Low,2018,2
2018-04-02 12:00:00,62.75,48.31,0.0,0.03,79.24,100.0,43200,Weekday,Monday,4,Morning,Uptime,High,2018,2
2018-04-02 19:00:00,44.03,12.6,0.0,0.02,96.14,100.0,68400,Weekday,Monday,4,Evening,Uptime,High,2018,2
2018-04-02 21:45:00,4.21,0.0,26.21,0.0,100.0,15.86,78300,Weekday,Monday,4,Evening,Downtime,Low,2018,2
2018-04-02 22:15:00,3.96,1.87,14.94,0.0,90.42,25.62,80100,Weekday,Monday,4,Evening,Uptime,Low,2018,2
2018-04-02 22:45:00,3.74,4.75,0.0,0.0,61.86,100.0,81900,Weekday,Monday,4,Evening,Uptime,Low,2018,2
2018-04-03 00:15:00,3.67,4.64,0.0,0.0,62.04,100.0,900,Weekday,Tuesday,4,Night,Uptime,Low,2018,3
2018-04-03 03:45:00,3.38,4.21,0.0,0.0,62.6,100.0,13500,Weekday,Tuesday,4,Night,Uptime,Low,2018,3
2018-04-03 05:30:00,3.13,4.0,0.0,0.0,61.63,100.0,19800,Weekday,Tuesday,4,Night,Uptime,Low,2018,3
2018-04-03 06:00:00,3.06,4.14,0.0,0.0,59.44,100.0,21600,Weekday,Tuesday,4,Night,Uptime,Low,2018,3
2018-04-03 08:30:00,112.64,72.36,0.0,0.05,84.14,100.0,30600,Weekday,Tuesday,4,Morning,Uptime,High,2018,3
2018-04-03 11:45:00,87.44,50.8,0.0,0.04,86.47,100.0,42300,Weekday,Tuesday,4,Morning,Uptime,High,2018,3
2018-04-03 14:45:00,63.14,25.27,0.0,0.03,92.84,100.0,53100,Weekday,Tuesday,4,Afternoon,Uptime,High,2018,3
2018-04-03 23:30:00,3.6,4.39,0.0,0.0,63.41,100.0,84600,Weekday,Tuesday,4,Evening,Uptime,Low,2018,3
2018-04-04 02:00:00,3.64,4.39,0.0,0.0,63.83,100.0,7200,Weekday,Wednesday,4,Night,Uptime,Low,2018,4
2018-04-04 08:45:00,66.02,66.89,0.0,0.03,70.25,100.0,31500,Weekday,Wednesday,4,Morning,Uptime,High,2018,4
2018-04-04 11:45:00,67.9,51.52,0.0,0.03,79.66,100.0,42300,Weekday,Wednesday,4,Morning,Uptime,High,2018,4
2018-04-04 14:00:00,56.09,24.59,0.0,0.03,91.59,100.0,50400,Weekday,Wednesday,4,Afternoon,Uptime,High,2018,4
2018-04-05 05:30:00,3.67,5.08,0.0,0.0,58.56,100.0,19800,Weekday,Thursday,4,Night,Uptime,Low,2018,5
2018-04-05 12:30:00,4.25,0.0,16.88,0.0,100.0,24.42,45000,Weekday,Thursday,4,Afternoon,Downtime,Low,2018,5
2018-04-05 15:15:00,54.58,19.58,0.0,0.03,94.13,100.0,54900,Weekday,Thursday,4,Afternoon,Uptime,High,2018,5
2018-04-05 17:45:00,33.62,1.44,7.49,0.02,99.91,97.61,63900,Weekday,Thursday,4,Afternoon,Uptime,High,2018,5
2018-04-05 23:45:00,3.82,4.82,0.0,0.0,62.11,100.0,85500,Weekday,Thursday,4,Evening,Uptime,Low,2018,5
2018-04-06 01:30:00,3.85,5.08,0.0,0.0,60.4,100.0,5400,Weekday,Friday,4,Night,Uptime,Low,2018,6
2018-04-06 02:15:00,3.56,5.18,0.0,0.0,56.64,100.0,8100,Weekday,Friday,4,Night,Uptime,Low,2018,6
2018-04-06 09:45:00,72.4,17.89,0.0,0.03,97.08,100.0,35100,Weekday,Friday,4,Morning,Uptime,High,2018,6
2018-04-06 10:15:00,95.18,29.84,0.0,0.04,95.42,100.0,36900,Weekday,Friday,4,Morning,Uptime,High,2018,6
2018-04-06 10:30:00,78.73,25.88,0.0,0.04,95.0,100.0,37800,Weekday,Friday,4,Morning,Uptime,High,2018,6
2018-04-06 10:45:00,77.47,28.04,0.0,0.04,94.03,100.0,38700,Weekday,Friday,4,Morning,Uptime,High,2018,6
2018-04-06 11:45:00,104.47,46.04,0.0,0.05,91.51,100.0,42300,Weekday,Friday,4,Morning,Uptime,High,2018,6
2018-04-06 12:45:00,4.9,0.0,16.2,0.0,100.0,28.95,45900,Weekday,Friday,4,Afternoon,Downtime,Low,2018,6
2018-04-06 13:45:00,102.02,43.63,0.0,0.05,91.94,100.0,49500,Weekday,Friday,4,Afternoon,Uptime,High,2018,6
2018-04-06 14:15:00,103.03,29.27,0.0,0.05,96.19,100.0,51300,Weekday,Friday,4,Afternoon,Uptime,High,2018,6
2018-04-06 16:15:00,94.0,25.56,0.0,0.04,96.5,100.0,58500,Weekday,Friday,4,Afternoon,Uptime,High,2018,6
2018-04-06 20:00:00,81.79,15.01,0.14,0.04,98.36,100.0,72000,Weekday,Friday,4,Evening,Uptime,High,2018,6
2018-04-07 06:15:00,3.17,5.33,0.0,0.0,51.12,100.0,22500,Weekend,Saturday,4,Morning,Uptime,Low,2018,7
2018-04-07 08:45:00,62.78,37.76,0.0,0.03,85.69,100.0,31500,Weekend,Saturday,4,Morning,Uptime,High,2018,7
2018-04-07 11:45:00,68.0,25.92,0.0,0.03,93.44,100.0,42300,Weekend,Saturday,4,Morning,Uptime,High,2018,7
2018-04-07 17:15:00,4.18,0.0,21.78,0.0,100.0,18.85,62100,Weekend,Saturday,4,Afternoon,Downtime,Low,2018,7
2018-04-07 19:30:00,4.75,0.0,26.39,0.0,100.0,17.71,70200,Weekend,Saturday,4,Evening,Downtime,Low,2018,7
2018-04-07 21:00:00,3.35,0.0,17.21,0.0,100.0,19.11,75600,Weekend,Saturday,4,Evening,Downtime,Low,2018,7
2018-04-07 22:00:00,3.31,0.0,17.35,0.0,100.0,18.74,79200,Weekend,Saturday,4,Evening,Downtime,Low,2018,7
2018-04-07 23:30:00,3.64,4.97,0.0,0.0,59.09,100.0,84600,Weekend,Saturday,4,Evening,Uptime,Low,2018,7
2018-04-08 00:45:00,3.13,4.32,0.0,0.0,58.67,100.0,2700,Weekend,Sunday,4,Night,Uptime,Low,2018,8
2018-04-08 03:30:00,3.64,5.26,0.0,0.0,56.9,100.0,12600,Weekend,Sunday,4,Night,Uptime,Low,2018,8
2018-04-08 07:30:00,3.2,5.04,0.0,0.0,53.6,100.0,27000,Weekend,Sunday,4,Morning,Uptime,Low,2018,8
2018-04-08 09:00:00,100.44,29.12,0.0,0.05,96.04,100.0,32400,Weekend,Sunday,4,Morning,Uptime,High,2018,8
2018-04-08 10:15:00,101.7,23.87,0.0,0.05,97.35,100.0,36900,Weekend,Sunday,4,Morning,Uptime,High,2018,8
2018-04-08 11:15:00,102.71,41.0,0.0,0.05,92.87,100.0,40500,Weekend,Sunday,4,Morning,Uptime,High,2018,8
2018-04-08 13:45:00,78.62,15.12,1.4,0.04,98.2,99.98,49500,Weekend,Sunday,4,Afternoon,Uptime,High,2018,8
2018-04-08 16:00:00,27.0,0.0,8.24,0.01,100.0,95.65,57600,Weekend,Sunday,4,Afternoon,Downtime,Low,2018,8
2018-04-08 17:15:00,4.14,0.0,26.03,0.0,100.0,15.71,62100,Weekend,Sunday,4,Afternoon,Downtime,Low,2018,8
2018-04-08 17:30:00,4.1,0.0,25.99,0.0,100.0,15.58,63000,Weekend,Sunday,4,Afternoon,Downtime,Low,2018,8
2018-04-08 18:30:00,3.71,0.0,8.24,0.0,100.0,41.05,66600,Weekend,Sunday,4,Evening,Downtime,Low,2018,8
2018-04-09 00:30:00,3.64,4.57,0.0,0.0,62.3,100.0,1800,Weekday,Monday,4,Night,Uptime,Low,2018,9
2018-04-09 04:30:00,3.06,3.82,0.0,0.0,62.52,100.0,16200,Weekday,Monday,4,Night,Uptime,Low,2018,9
2018-04-09 06:00:00,2.99,3.56,0.0,0.0,64.31,100.0,21600,Weekday,Monday,4,Night,Uptime,Low,2018,9
2018-04-09 12:30:00,7.06,0.0,25.85,0.0,100.0,26.35,45000,Weekday,Monday,4,Afternoon,Downtime,Low,2018,9
2018-04-09 20:00:00,108.5,55.37,0.0,0.05,89.07,100.0,72000,Weekday,Monday,4,Evening,Uptime,High,2018,9
2018-04-09 21:30:00,52.02,6.3,2.2,0.02,99.27,99.91,77400,Weekday,Monday,4,Evening,Uptime,High,2018,9
2018-04-09 23:45:00,3.53,3.74,0.0,0.0,68.64,100.0,85500,Weekday,Monday,4,Evening,Uptime,Low,2018,9
2018-04-10 02:00:00,4.0,4.14,0.0,0.0,69.48,100.0,7200,Weekday,Tuesday,4,Night,Uptime,Low,2018,10
2018-04-10 04:15:00,2.92,2.74,0.0,0.0,72.92,100.0,15300,Weekday,Tuesday,4,Night,Uptime,Low,2018,10
2018-04-10 05:45:00,3.31,3.6,0.0,0.0,67.68,100.0,20700,Weekday,Tuesday,4,Night,Uptime,Low,2018,10
2018-04-10 09:30:00,66.64,30.42,0.0,0.03,90.97,100.0,34200,Weekday,Tuesday,4,Morning,Uptime,High,2018,10
2018-04-10 10:45:00,53.96,19.73,0.0,0.02,93.92,100.0,38700,Weekday,Tuesday,4,Morning,Uptime,High,2018,10
2018-04-10 17:00:00,67.79,32.47,0.0,0.03,90.19,100.0,61200,Weekday,Tuesday,4,Afternoon,Uptime,High,2018,10
2018-04-11 04:30:00,3.46,4.68,0.0,0.0,59.45,100.0,16200,Weekday,Wednesday,4,Night,Uptime,Low,2018,11
2018-04-11 08:15:00,53.96,50.26,0.0,0.02,73.17,100.0,29700,Weekday,Wednesday,4,Morning,Uptime,High,2018,11
2018-04-11 09:00:00,52.78,28.01,0.0,0.02,88.33,100.0,32400,Weekday,Wednesday,4,Morning,Uptime,High,2018,11
2018-04-11 16:30:00,56.2,27.97,0.0,0.03,89.53,100.0,59400,Weekday,Wednesday,4,Afternoon,Uptime,High,2018,11
2018-04-11 20:15:00,105.19,33.88,0.0,0.05,95.18,100.0,72900,Weekday,Wednesday,4,Evening,Uptime,High,2018,11
2018-04-11 21:00:00,36.68,4.82,15.05,0.02,99.15,92.52,75600,Weekday,Wednesday,4,Evening,Uptime,High,2018,11
2018-04-11 22:30:00,3.6,4.86,0.0,0.0,59.52,100.0,81000,Weekday,Wednesday,4,Evening,Uptime,Low,2018,11
2018-04-12 05:00:00,3.13,4.64,0.0,0.0,55.92,100.0,18000,Weekday,Thursday,4,Night,Uptime,Low,2018,12
2018-04-12 05:15:00,3.13,4.79,0.0,0.0,54.7,100.0,18900,Weekday,Thursday,4,Night,Uptime,Low,2018,12
2018-04-12 05:45:00,3.6,4.93,0.0,0.0,58.97,100.0,20700,Weekday,Thursday,4,Night,Uptime,Low,2018,12
2018-04-12 09:15:00,118.55,49.82,0.0,0.05,92.19,100.0,33300,Weekday,Thursday,4,Morning,Uptime,High,2018,12
2018-04-12 15:45:00,77.15,42.88,0.0,0.04,87.41,100.0,56700,Weekday,Thursday,4,Afternoon,Uptime,High,2018,12
2018-04-12 19:15:00,35.1,1.04,1.87,0.02,99.96,99.86,69300,Weekday,Thursday,4,Evening,Uptime,High,2018,12
2018-04-12 21:00:00,20.66,0.65,13.72,0.01,99.95,83.3,75600,Weekday,Thursday,4,Evening,Uptime,Low,2018,12
2018-04-12 21:15:00,5.94,0.0,25.67,0.0,100.0,22.54,76500,Weekday,Thursday,4,Evening,Downtime,Low,2018,12
2018-04-13 02:30:00,3.42,4.39,0.0,0.0,61.46,100.0,9000,Weekday,Friday,4,Night,Uptime,Low,2018,13
2018-04-13 12:30:00,4.43,0.0,19.51,0.0,100.0,22.14,45000,Weekday,Friday,4,Afternoon,Downtime,Low,2018,13
2018-04-13 21:45:00,5.29,0.0,25.78,0.0,100.0,20.1,78300,Weekday,Friday,4,Evening,Downtime,Low,2018,13
2018-04-13 22:00:00,5.29,0.0,25.85,0.0,100.0,20.05,79200,Weekday,Friday,4,Evening,Downtime,Low,2018,13
2018-04-13 22:30:00,4.9,5.36,0.0,0.0,67.47,100.0,81000,Weekday,Friday,4,Evening,Uptime,Low,2018,13
2018-04-13 22:45:00,4.75,5.26,0.0,0.0,67.02,100.0,81900,Weekday,Friday,4,Evening,Uptime,Low,2018,13
2018-04-14 00:45:00,3.6,3.6,0.0,0.0,70.71,100.0,2700,Weekend,Saturday,4,Night,Uptime,Low,2018,14
2018-04-14 02:15:00,3.67,4.07,0.0,0.0,66.97,100.0,8100,Weekend,Saturday,4,Night,Uptime,Low,2018,14
2018-04-14 03:30:00,3.06,3.89,0.0,0.0,61.83,100.0,12600,Weekend,Saturday,4,Night,Uptime,Low,2018,14
2018-04-14 03:45:00,3.13,4.1,0.0,0.0,60.68,100.0,13500,Weekend,Saturday,4,Night,Uptime,Low,2018,14
2018-04-14 04:15:00,3.1,4.1,0.0,0.0,60.31,100.0,15300,Weekend,Saturday,4,Night,Uptime,Low,2018,14
2018-04-14 05:15:00,3.17,4.28,0.0,0.0,59.52,100.0,18900,Weekend,Saturday,4,Night,Uptime,Low,2018,14
2018-04-14 06:45:00,3.28,4.75,0.0,0.0,56.82,100.0,24300,Weekend,Saturday,4,Morning,Uptime,Low,2018,14
2018-04-14 09:30:00,35.53,0.0,4.32,0.02,100.0,99.27,34200,Weekend,Saturday,4,Morning,Downtime,High,2018,14
2018-04-14 10:15:00,36.97,0.68,2.2,0.02,99.98,99.82,36900,Weekend,Saturday,4,Morning,Uptime,High,2018,14
2018-04-14 15:30:00,35.46,0.94,2.2,0.02,99.96,99.81,55800,Weekend,Saturday,4,Afternoon,Uptime,High,2018,14
2018-04-14 16:00:00,34.2,0.86,2.38,0.02,99.97,99.76,57600,Weekend,Saturday,4,Afternoon,Uptime,High,2018,14
2018-04-14 22:45:00,3.38,3.89,0.0,0.0,65.59,100.0,81900,Weekend,Saturday,4,Evening,Uptime,Low,2018,14
2018-04-15 01:00:00,3.64,4.46,0.0,0.0,63.23,100.0,3600,Weekend,Sunday,4,Night,Uptime,Low,2018,15
2018-04-15 08:00:00,3.1,4.03,0.0,0.0,60.97,100.0,28800,Weekend,Sunday,4,Morning,Uptime,Low,2018,15
2018-04-15 09:45:00,3.35,0.0,17.64,0.0,100.0,18.66,35100,Weekend,Sunday,4,Morning,Downtime,Low,2018,15
2018-04-15 11:30:00,3.13,0.0,5.72,0.0,100.0,48.0,41400,Weekend,Sunday,4,Morning,Downtime,Low,2018,15
2018-04-15 15:30:00,3.82,0.0,24.52,0.0,100.0,15.39,55800,Weekend,Sunday,4,Afternoon,Downtime,Low,2018,15
2018-04-15 19:15:00,3.31,0.0,17.57,0.0,100.0,18.51,69300,Weekend,Sunday,4,Evening,Downtime,Low,2018,15
2018-04-15 23:15:00,3.06,3.6,0.0,0.0,64.76,100.0,83700,Weekend,Sunday,4,Evening,Uptime,Low,2018,15
2018-04-15 23:30:00,3.1,3.71,0.0,0.0,64.12,100.0,84600,Weekend,Sunday,4,Evening,Uptime,Low,2018,15
2018-04-16 03:30:00,3.13,3.78,0.0,0.0,63.78,100.0,12600,Weekday,Monday,4,Night,Uptime,Low,2018,16
2018-04-16 14:00:00,52.85,21.92,0.0,0.02,92.37,100.0,50400,Weekday,Monday,4,Afternoon,Uptime,High,2018,16
2018-04-16 14:30:00,75.67,44.14,0.0,0.03,86.38,100.0,52200,Weekday,Monday,4,Afternoon,Uptime,High,2018,16
2018-04-16 22:15:00,4.14,1.51,13.93,0.0,93.95,28.49,80100,Weekday,Monday,4,Evening,Uptime,Low,2018,16
2018-04-17 01:45:00,3.28,4.32,0.0,0.0,60.47,100.0,6300,Weekday,Tuesday,4,Night,Uptime,Low,2018,17
2018-04-17 04:15:00,3.17,4.03,0.0,0.0,61.83,100.0,15300,Weekday,Tuesday,4,Night,Uptime,Low,2018,17
2018-04-17 07:45:00,4.9,4.93,0.0,0.0,70.49,100.0,27900,Weekday,Tuesday,4,Morning,Uptime,Low,2018,17
2018-04-17 12:45:00,5.47,0.0,22.21,0.0,100.0,23.91,45900,Weekday,Tuesday,4,Afternoon,Downtime,Low,2018,17
2018-04-17 22:00:00,4.75,0.0,26.21,0.0,100.0,17.83,79200,Weekday,Tuesday,4,Evening,Downtime,Low,2018,17
2018-04-18 01:15:00,3.71,3.28,0.0,0.0,74.92,100.0,4500,Weekday,Wednesday,4,Night,Uptime,Low,2018,18
2018-04-18 01:45:00,3.67,3.42,0.0,0.0,73.16,100.0,6300,Weekday,Wednesday,4,Night,Uptime,Low,2018,18
2018-04-18 11:15:00,94.03,57.28,0.0,0.04,85.4,100.0,40500,Weekday,Wednesday,4,Morning,Uptime,High,2018,18
2018-04-18 13:15:00,60.88,22.75,2.59,0.03,93.67,99.91,47700,Weekday,Wednesday,4,Afternoon,Uptime,High,2018,18
2018-04-18 14:30:00,50.08,20.2,0.0,0.02,92.74,100.0,52200,Weekday,Wednesday,4,Afternoon,Uptime,High,2018,18
2018-04-18 15:30:00,50.15,24.8,0.0,0.02,89.64,100.0,55800,Weekday,Wednesday,4,Afternoon,Uptime,High,2018,18
2018-04-18 15:45:00,54.29,27.54,0.0,0.02,89.18,100.0,56700,Weekday,Wednesday,4,Afternoon,Uptime,High,2018,18
2018-04-18 23:00:00,3.64,3.49,0.0,0.0,72.18,100.0,82800,Weekday,Wednesday,4,Evening,Uptime,Low,2018,18
2018-04-19 01:15:00,3.06,3.74,0.0,0.0,63.32,100.0,4500,Weekday,Thursday,4,Night,Uptime,Low,2018,19
2018-04-19 01:45:00,3.38,4.18,0.0,0.0,62.88,100.0,6300,Weekday,Thursday,4,Night,Uptime,Low,2018,19
2018-04-19 04:00:00,3.56,3.49,0.0,0.0,71.41,100.0,14400,Weekday,Thursday,4,Night,Uptime,Low,2018,19
2018-04-19 09:00:00,76.18,42.66,0.0,0.03,87.25,100.0,32400,Weekday,Thursday,4,Morning,Uptime,High,2018,19
2018-04-19 10:00:00,57.2,24.52,0.0,0.03,91.91,100.0,36000,Weekday,Thursday,4,Morning,Uptime,High,2018,19
2018-04-19 15:45:00,55.69,25.31,0.0,0.03,91.04,100.0,56700,Weekday,Thursday,4,Afternoon,Uptime,High,2018,19
2018-04-19 19:30:00,40.1,3.13,0.4,0.02,99.7,100.0,70200,Weekday,Thursday,4,Evening,Uptime,High,2018,19
2018-04-19 22:00:00,4.03,0.0,26.28,0.0,100.0,15.16,79200,Weekday,Thursday,4,Evening,Downtime,Low,2018,19
2018-04-20 08:00:00,4.1,4.43,0.0,0.0,67.92,100.0,28800,Weekday,Friday,4,Morning,Uptime,Low,2018,20
2018-04-20 12:00:00,71.89,55.62,0.0,0.03,79.09,100.0,43200,Weekday,Friday,4,Morning,Uptime,High,2018,20
2018-04-20 15:30:00,106.67,43.74,0.0,0.05,92.52,100.0,55800,Weekday,Friday,4,Afternoon,Uptime,High,2018,20
2018-04-20 19:00:00,61.09,5.15,1.3,0.03,99.65,99.98,68400,Weekday,Friday,4,Evening,Uptime,High,2018,20
2018-04-20 19:45:00,62.42,4.14,1.22,0.03,99.78,99.98,71100,Weekday,Friday,4,Evening,Uptime,High,2018,20
2018-04-20 21:45:00,5.04,0.0,26.78,0.0,100.0,18.5,78300,Weekday,Friday,4,Evening,Downtime,Low,2018,20
2018-04-21 00:45:00,3.46,3.1,0.0,0.0,74.48,100.0,2700,Weekend,Saturday,4,Night,Uptime,Low,2018,21
2018-04-21 06:00:00,2.95,3.78,0.0,0.0,61.52,100.0,21600,Weekend,Saturday,4,Night,Uptime,Low,2018,21
2018-04-21 13:15:00,33.44,3.64,9.97,0.02,99.41,95.83,47700,Weekend,Saturday,4,Afternoon,Uptime,High,2018,21
2018-04-21 17:00:00,30.96,0.94,5.04,0.01,99.95,98.7,61200,Weekend,Saturday,4,Afternoon,Uptime,High,2018,21
2018-04-21 23:30:00,2.99,3.85,0.0,0.0,61.34,100.0,84600,Weekend,Saturday,4,Evening,Uptime,Low,2018,21
2018-04-22 00:45:00,3.02,4.0,0.0,0.0,60.26,100.0,2700,Weekend,Sunday,4,Night,Uptime,Low,2018,22
2018-04-22 08:45:00,31.1,29.7,0.0,0.01,72.32,100.0,31500,Weekend,Sunday,4,Morning,Uptime,High,2018,22
2018-04-22 09:45:00,32.36,1.3,1.69,0.01,99.92,99.86,35100,Weekend,Sunday,4,Morning,Uptime,High,2018,22
2018-04-22 18:30:00,3.92,0.0,4.68,0.0,100.0,64.21,66600,Weekend,Sunday,4,Evening,Downtime,Low,2018,22
2018-04-23 00:45:00,3.17,4.39,0.0,0.0,58.54,100.0,2700,Weekday,Monday,4,Night,Uptime,Low,2018,23
2018-04-23 03:15:00,3.17,4.32,0.0,0.0,59.16,100.0,11700,Weekday,Monday,4,Night,Uptime,Low,2018,23
2018-04-23 06:45:00,3.13,4.07,0.0,0.0,60.96,100.0,24300,Weekday,Monday,4,Morning,Uptime,Low,2018,23
2018-04-23 16:30:00,47.2,10.01,0.0,0.02,97.82,100.0,59400,Weekday,Monday,4,Afternoon,Uptime,High,2018,23
2018-04-23 17:30:00,41.44,3.78,1.55,0.02,99.59,99.93,63000,Weekday,Monday,4,Afternoon,Uptime,High,2018,23
2018-04-24 01:30:00,3.24,4.46,0.0,0.0,58.77,100.0,5400,Weekday,Tuesday,4,Night,Uptime,Low,2018,24
2018-04-24 07:00:00,3.46,3.89,0.0,0.0,66.46,100.0,25200,Weekday,Tuesday,4,Morning,Uptime,Low,2018,24
2018-04-24 08:30:00,47.05,37.66,0.0,0.02,78.07,100.0,30600,Weekday,Tuesday,4,Morning,Uptime,High,2018,24
2018-04-24 09:00:00,47.09,13.79,0.04,0.02,95.97,100.0,32400,Weekday,Tuesday,4,Morning,Uptime,High,2018,24
2018-04-24 13:15:00,32.11,6.66,6.98,0.01,97.92,97.72,47700,Weekday,Tuesday,4,Afternoon,Uptime,High,2018,24
2018-04-24 15:00:00,54.65,18.76,0.0,0.03,94.58,100.0,54000,Weekday,Tuesday,4,Afternoon,Uptime,High,2018,24
2018-04-25 00:45:00,3.6,3.35,0.0,0.0,73.21,100.0,2700,Weekday,Wednesday,4,Night,Uptime,Low,2018,25
2018-04-25 09:30:00,113.29,52.96,0.0,0.05,90.59,100.0,34200,Weekday,Wednesday,4,Morning,Uptime,High,2018,25
2018-04-25 10:15:00,61.52,48.13,0.0,0.03,78.76,100.0,36900,Weekday,Wednesday,4,Morning,Uptime,High,2018,25
2018-04-26 00:00:00,3.56,3.1,0.0,0.0,75.41,100.0,0,Weekday,Thursday,4,,Uptime,Low,2018,26
2018-04-26 01:15:00,3.67,3.96,0.0,0.0,67.97,100.0,4500,Weekday,Thursday,4,Night,Uptime,Low,2018,26
2018-04-26 01:30:00,3.24,4.14,0.0,0.0,61.63,100.0,5400,Weekday,Thursday,4,Night,Uptime,Low,2018,26
2018-04-26 05:30:00,3.13,4.54,0.0,0.0,56.76,100.0,19800,Weekday,Thursday,4,Night,Uptime,Low,2018,26
2018-04-26 08:15:00,93.53,66.1,0.0,0.04,81.66,100.0,29700,Weekday,Thursday,4,Morning,Uptime,High,2018,26
2018-04-26 10:45:00,111.64,52.34,0.0,0.05,90.54,100.0,38700,Weekday,Thursday,4,Morning,Uptime,High,2018,26
2018-04-26 15:30:00,43.6,14.72,0.0,0.02,94.75,100.0,55800,Weekday,Thursday,4,Afternoon,Uptime,High,2018,26
2018-04-26 18:30:00,104.33,64.19,0.0,0.05,85.17,100.0,66600,Weekday,Thursday,4,Evening,Uptime,High,2018,26
2018-04-26 20:30:00,95.62,30.92,0.0,0.04,95.15,100.0,73800,Weekday,Thursday,4,Evening,Uptime,High,2018,26
2018-04-26 21:15:00,11.23,0.0,21.38,0.01,100.0,46.5,76500,Weekday,Thursday,4,Evening,Downtime,Low,2018,26
2018-04-26 23:45:00,3.53,2.81,0.0,0.0,78.24,100.0,85500,Weekday,Thursday,4,Evening,Uptime,Low,2018,26
2018-04-27 10:15:00,39.96,4.1,0.4,0.02,99.48,99.99,36900,Weekday,Friday,4,Morning,Uptime,High,2018,27
2018-04-27 11:00:00,55.4,23.33,0.0,0.03,92.16,100.0,39600,Weekday,Friday,4,Morning,Uptime,High,2018,27
2018-04-27 12:00:00,72.68,35.03,0.0,0.03,90.08,100.0,43200,Weekday,Friday,4,Morning,Uptime,High,2018,27
2018-04-27 14:30:00,108.07,49.1,0.0,0.05,91.04,100.0,52200,Weekday,Friday,4,Afternoon,Uptime,High,2018,27
2018-04-27 15:45:00,71.6,31.75,0.0,0.03,91.42,100.0,56700,Weekday,Friday,4,Afternoon,Uptime,High,2018,27
